studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BFY;Fysikk - bachelorstudium;2005;HØST;2013;VÅR;2013;VÅR;686011;;Manglende øvinger
BHIST;Historie - bachelorstudium;2011;HØST;2009;VÅR;2009;VÅR;707678;D;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698814;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2013;VÅR;2013;VÅR;698867;E;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;691573;;Gyldig fravær
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;689814;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;698856;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2008;HØST;2010;VÅR;2010;VÅR;80249;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2011;VÅR;2011;VÅR;700861;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;705332;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;682093;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713745;E;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713679;B;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713697;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713689;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2014;VÅR;2014;VÅR;713753;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2009;HØST;2013;VÅR;2013;VÅR;713687;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2013;VÅR;2013;VÅR;713719;B;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713692;D;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2011;VÅR;2011;VÅR;713735;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;453809;;Ikke møtt
