studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BFI;Filosofi - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751124;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;718721;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2012;HØST;2015;VÅR;2015;VÅR;730786;;Legeattest
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739436;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751411;D;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751420;E;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2018;VÅR;2018;VÅR;751340;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751431;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751337;E;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751328;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757715;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757729;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;723388;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757749;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755536;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757734;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757699;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757737;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2008;VÅR;2008;VÅR;698813;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;748403;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766864;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2014;VÅR;2014;VÅR;751374;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2019;VÅR;2019;VÅR;721704;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766837;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;757726;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2017;VÅR;2017;VÅR;739448;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;755550;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766801;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766797;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766880;F;Ikke bestått
