studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BFI;Filosofi - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;707206;;Ikke møtt
BFILMPROD;Filmvitenskap og medieproduksjon - bachelorstudium;2009;HØST;2011;VÅR;2011;VÅR;716502;F;Ikke bestått
BIELKR-F;Bachelor i ingeniørfag - Elkraft-nettbasert;2017;HØST;2010;VÅR;2010;VÅR;714943;D;Bestått
BIT;Informatikk - bachelorstudium;2004;HØST;2011;VÅR;2011;VÅR;674754;C;Bestått
BIT;Informatikk - bachelorstudium;2005;HØST;2011;VÅR;2011;VÅR;681968;E;Bestått
BIT;Informatikk - bachelorstudium;2006;HØST;2008;VÅR;2008;VÅR;690391;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2006;HØST;2008;VÅR;2008;VÅR;690388;;Gyldig fravær
BIT;Informatikk - bachelorstudium;2006;HØST;2010;VÅR;2010;VÅR;690401;E;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698832;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698814;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;698823;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2011;VÅR;2011;VÅR;681657;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2007;HØST;2011;VÅR;2011;VÅR;694086;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2007;HØST;2013;VÅR;2013;VÅR;698867;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;691573;;Gyldig fravær
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;689814;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2007;HØST;2009;VÅR;2009;VÅR;698826;C;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2009;VÅR;2009;VÅR;698835;D;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;110892;D;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698845;C;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;692558;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2009;VÅR;2009;VÅR;688007;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;698856;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2007;HØST;2011;VÅR;2011;VÅR;698848;B;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;698847;E;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698816;E;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698866;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2007;HØST;2009;VÅR;2009;VÅR;698833;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2012;VÅR;2012;VÅR;699098;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2011;VÅR;2011;VÅR;705373;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2011;VÅR;2011;VÅR;705343;E;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2013;HØST;2013;HØST;705362;;Ikke møtt
BIT;Informatikk - bachelorstudium;2008;HØST;2010;VÅR;2010;VÅR;80249;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;698820;D;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;705350;;Ikke møtt
BIT;Informatikk - bachelorstudium;2008;HØST;2010;VÅR;2010;VÅR;705349;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2012;VÅR;2012;VÅR;697147;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;682868;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2010;VÅR;2010;VÅR;705365;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;698838;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2011;VÅR;2011;VÅR;705388;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;701643;E;Bestått
